"","shipmode","sales","quantity","discount","profit","segment","region","state","subcategory","category","orderdate_day","orderdate_weekday","orderdate_month","orderdate_year","shipdate_day","shipdate_weekday","shipdate_month","shipdate_year","preparationtime"
"8845","Standard Class",26.176,2,0.2,-3.272,"Consumer","Central","Illinois","Accessories                                       ","Technology",7,"Donnerstag",5,2015,11,"Montag",5,2015,4
"8846","Second Class",49.08,3,0,4.908,"Corporate","West","Washington","Accessories                                       ","Technology",10,"Samstag",12,2016,12,"Montag",12,2016,2
"8847","First Class",98.16,6,0,9.816,"Consumer","East","Maryland","Accessories                                       ","Technology",22,"Donnerstag",10,2015,23,"Freitag",10,2015,1
"8848","Standard Class",160,8,0,62.4,"Corporate","Central","Michigan","Accessories                                       ","Technology",26,"Donnerstag",11,2015,30,"Montag",11,2015,4
"8849","Standard Class",120,6,0,46.8,"Consumer","West","California","Accessories                                       ","Technology",13,"Mittwoch",5,2015,17,"Sonntag",5,2015,4
"8850","Standard Class",251.91,9,0,47.8629,"Consumer","South","Georgia","Accessories                                       ","Technology",23,"Samstag",8,2014,28,"Donnerstag",8,2014,5
"8851","Standard Class",89.568,4,0.2,-1.1196,"Consumer","South","Tennessee","Accessories                                       ","Technology",5,"Montag",9,2016,9,"Freitag",9,2016,4
"8852","Standard Class",111.96,5,0.2,-1.3995,"Consumer","South","Florida","Accessories                                       ","Technology",13,"Donnerstag",11,2014,18,"Dienstag",11,2014,5
"8853","Second Class",83.97,3,0,15.9543,"Corporate","Central","Indiana","Accessories                                       ","Technology",1,"Mittwoch",6,2016,3,"Freitag",6,2016,2
"8854","Standard Class",251.91,9,0,47.8629,"Corporate","West","California","Accessories                                       ","Technology",31,"Donnerstag",10,2013,4,"Montag",11,2013,4
"8855","Standard Class",44.784,2,0.2,-0.5598,"Home Office","Central","Texas","Accessories                                       ","Technology",12,"Samstag",11,2016,18,"Freitag",11,2016,6
"8856","Second Class",111.96,4,0,21.2724,"Corporate","West","California","Accessories                                       ","Technology",10,"Donnerstag",3,2016,15,"Dienstag",3,2016,5
"8857","Standard Class",139.95,5,0,26.5905,"Corporate","Central","Wisconsin","Accessories                                       ","Technology",15,"Samstag",2,2014,19,"Mittwoch",2,2014,4
"8858","Standard Class",99.99,1,0,41.9958,"Home Office","East","Connecticut","Accessories                                       ","Technology",10,"Sonntag",4,2016,14,"Donnerstag",4,2016,4
"8859","Second Class",79.992,1,0.2,21.9978,"Consumer","South","North Carolina","Accessories                                       ","Technology",7,"Sonntag",8,2016,11,"Donnerstag",8,2016,4
"8860","Standard Class",899.91,9,0,377.9622,"Consumer","West","Washington","Accessories                                       ","Technology",15,"Montag",12,2014,22,"Montag",12,2014,7
"8861","Second Class",199.98,2,0,83.9916,"Home Office","East","Rhode Island","Accessories                                       ","Technology",2,"Samstag",8,2014,5,"Dienstag",8,2014,3
"8862","Same Day",299.97,3,0,125.9874,"Corporate","South","Mississippi","Accessories                                       ","Technology",5,"Samstag",3,2016,5,"Samstag",3,2016,0
"8863","Same Day",159.984,2,0.2,43.9956,"Consumer","East","Ohio","Accessories                                       ","Technology",16,"Mittwoch",3,2016,16,"Mittwoch",3,2016,0
"8864","Same Day",239.976,3,0.2,65.9934,"Home Office","East","Ohio","Accessories                                       ","Technology",29,"Donnerstag",9,2016,29,"Donnerstag",9,2016,0
"8865","First Class",159.984,2,0.2,43.9956,"Corporate","Central","Texas","Accessories                                       ","Technology",27,"Donnerstag",8,2015,29,"Samstag",8,2015,2
"8866","Standard Class",199.98,2,0,83.9916,"Consumer","East","New York","Accessories                                       ","Technology",6,"Dienstag",8,2013,11,"Sonntag",8,2013,5
"8867","Standard Class",142.8,1,0,29.988,"Consumer","Central","Minnesota","Accessories                                       ","Technology",4,"Sonntag",12,2016,8,"Donnerstag",12,2016,4
"8868","Second Class",428.4,3,0,89.964,"Consumer","West","Washington","Accessories                                       ","Technology",18,"Samstag",7,2015,23,"Donnerstag",7,2015,5
"8869","Standard Class",27.96,5,0.2,8.388,"Home Office","Central","Texas","Accessories                                       ","Technology",9,"Montag",3,2015,13,"Freitag",3,2015,4
"8870","Second Class",16.776,3,0.2,5.0328,"Consumer","East","Pennsylvania","Accessories                                       ","Technology",26,"Mittwoch",3,2014,30,"Sonntag",3,2014,4
"8871","Standard Class",13.98,2,0,6.1512,"Consumer","West","California","Accessories                                       ","Technology",24,"Montag",11,2014,30,"Sonntag",11,2014,6
"8872","First Class",34.95,5,0,15.378,"Corporate","Central","Kansas","Accessories                                       ","Technology",28,"Samstag",11,2015,1,"Dienstag",12,2015,3
"8873","Standard Class",55.92,10,0.2,16.776,"Consumer","West","Oregon","Accessories                                       ","Technology",17,"Dienstag",9,2013,22,"Sonntag",9,2013,5
"8874","First Class",34.95,5,0,15.378,"Consumer","South","Arkansas","Accessories                                       ","Technology",22,"Donnerstag",9,2016,23,"Freitag",9,2016,1
"8875","Standard Class",291.96,5,0.2,54.7425,"Home Office","South","North Carolina","Accessories                                       ","Technology",16,"Donnerstag",4,2015,22,"Mittwoch",4,2015,6
"8876","Standard Class",408.744,7,0.2,76.6395,"Home Office","South","North Carolina","Accessories                                       ","Technology",16,"Donnerstag",4,2015,22,"Mittwoch",4,2015,6
"8877","Second Class",408.744,7,0.2,76.6395,"Corporate","Central","Illinois","Accessories                                       ","Technology",5,"Donnerstag",12,2013,9,"Montag",12,2013,4
"8878","Standard Class",408.744,7,0.2,76.6395,"Home Office","Central","Illinois","Accessories                                       ","Technology",6,"Freitag",5,2016,11,"Mittwoch",5,2016,5
"8879","First Class",116.784,2,0.2,21.897,"Home Office","East","Pennsylvania","Accessories                                       ","Technology",6,"Samstag",4,2013,8,"Montag",4,2013,2
"8880","Standard Class",291.96,4,0,102.186,"Consumer","Central","Oklahoma","Accessories                                       ","Technology",23,"Freitag",9,2016,29,"Donnerstag",9,2016,6
"8881","Standard Class",1928.78,7,0,829.3754,"Home Office","Central","Michigan","Accessories                                       ","Technology",2,"Freitag",9,2016,7,"Mittwoch",9,2016,5
"8882","Second Class",826.62,3,0,355.4466,"Corporate","East","Maryland","Accessories                                       ","Technology",9,"Mittwoch",11,2016,12,"Samstag",11,2016,3
"8883","Second Class",41.9,2,0,8.799,"Consumer","East","New York","Accessories                                       ","Technology",15,"Freitag",7,2016,18,"Montag",7,2016,3
"8884","Standard Class",104.75,5,0,21.9975,"Home Office","West","California","Accessories                                       ","Technology",1,"Samstag",10,2016,6,"Donnerstag",10,2016,5
"8885","Standard Class",62.85,3,0,13.1985,"Home Office","West","California","Accessories                                       ","Technology",24,"Dienstag",12,2013,29,"Sonntag",12,2013,5
"8886","Second Class",41.9,2,0,8.799,"Corporate","Central","Michigan","Accessories                                       ","Technology",26,"Donnerstag",6,2014,29,"Sonntag",6,2014,3
"8887","Second Class",31.86,2,0,11.151,"Consumer","East","New York","Accessories                                       ","Technology",7,"Montag",9,2015,10,"Donnerstag",9,2015,3
"8888","Standard Class",25.488,2,0.2,4.779,"Home Office","Central","Illinois","Accessories                                       ","Technology",19,"Freitag",12,2014,23,"Dienstag",12,2014,4
"8889","Standard Class",31.86,2,0,11.151,"Corporate","West","California","Accessories                                       ","Technology",9,"Montag",2,2015,13,"Freitag",2,2015,4
"8890","First Class",175.23,11,0,61.3305,"Consumer","Central","Michigan","Accessories                                       ","Technology",11,"Donnerstag",12,2014,14,"Sonntag",12,2014,3
"8891","Second Class",167.28,12,0,23.4192,"Consumer","Central","Oklahoma","Accessories                                       ","Technology",4,"Dienstag",8,2015,6,"Donnerstag",8,2015,2
"8892","Standard Class",27.88,2,0,3.9032,"Corporate","West","California","Accessories                                       ","Technology",21,"Samstag",11,2015,25,"Mittwoch",11,2015,4
"8893","Standard Class",55.76,4,0,7.8064,"Consumer","West","California","Accessories                                       ","Technology",7,"Sonntag",8,2016,11,"Donnerstag",8,2016,4
"8894","Standard Class",170.97,3,0,70.0977,"Consumer","West","Nevada","Accessories                                       ","Technology",26,"Freitag",7,2013,2,"Freitag",8,2013,7
"8895","Standard Class",83.976,3,0.2,-13.6461,"Home Office","East","Pennsylvania","Accessories                                       ","Technology",16,"Montag",3,2015,20,"Freitag",3,2015,4
"8896","First Class",139.96,5,0.2,-22.7435,"Home Office","East","Ohio","Accessories                                       ","Technology",25,"Mittwoch",11,2015,27,"Freitag",11,2015,2
"8897","Standard Class",167.952,6,0.2,-27.2922,"Consumer","Central","Texas","Accessories                                       ","Technology",14,"Montag",11,2016,18,"Freitag",11,2016,4
"8898","First Class",69.98,2,0,4.8986,"Corporate","East","Rhode Island","Accessories                                       ","Technology",24,"Sonntag",4,2016,27,"Mittwoch",4,2016,3
"8899","Second Class",87.4,5,0,34.96,"Consumer","East","New Jersey","Accessories                                       ","Technology",12,"Donnerstag",5,2016,14,"Samstag",5,2016,2
"8900","Second Class",104.88,6,0,41.952,"Consumer","Central","Michigan","Accessories                                       ","Technology",9,"Freitag",12,2016,11,"Sonntag",12,2016,2
"8901","Standard Class",153.824,11,0.2,38.456,"Consumer","Central","Illinois","Accessories                                       ","Technology",26,"Donnerstag",9,2013,1,"Dienstag",10,2013,5
"8902","Standard Class",27.968,2,0.2,6.992,"Consumer","East","Pennsylvania","Accessories                                       ","Technology",30,"Montag",12,2013,3,"Freitag",1,2014,4
"8903","First Class",36.51,1,0,15.6993,"Corporate","West","California","Accessories                                       ","Technology",31,"Sonntag",8,2014,2,"Dienstag",9,2014,2
"8904","Second Class",116.832,4,0.2,33.5892,"Corporate","East","Ohio","Accessories                                       ","Technology",8,"Donnerstag",9,2016,10,"Samstag",9,2016,2
"8905","Standard Class",58.416,2,0.2,16.7946,"Consumer","East","Pennsylvania","Accessories                                       ","Technology",5,"Dienstag",11,2013,10,"Sonntag",11,2013,5
"8906","Second Class",109.53,3,0,47.0979,"Corporate","West","California","Accessories                                       ","Technology",19,"Freitag",2,2016,22,"Montag",2,2016,3
"8907","Second Class",58.416,2,0.2,16.7946,"Corporate","Central","Texas","Accessories                                       ","Technology",30,"Montag",11,2015,2,"Mittwoch",12,2015,2
"8908","Standard Class",16.56,3,0.2,-2.484,"Consumer","South","North Carolina","Accessories                                       ","Technology",9,"Mittwoch",12,2015,13,"Sonntag",12,2015,4
"8909","Standard Class",82.8,12,0,6.624,"Consumer","West","Utah","Accessories                                       ","Technology",14,"Donnerstag",3,2013,19,"Dienstag",3,2013,5
"8910","Standard Class",27.6,4,0,2.208,"Corporate","West","Washington","Accessories                                       ","Technology",28,"Dienstag",5,2013,2,"Sonntag",6,2013,5
"8911","Standard Class",6.9,1,0,0.552,"Corporate","Central","Oklahoma","Accessories                                       ","Technology",21,"Sonntag",6,2015,26,"Freitag",6,2015,5
"8912","Standard Class",20.7,3,0,1.656,"Corporate","South","Virginia","Accessories                                       ","Technology",13,"Sonntag",9,2015,18,"Freitag",9,2015,5
"8913","Standard Class",279.944,7,0.2,48.9902,"Consumer","Central","Texas","Accessories                                       ","Technology",11,"Mittwoch",11,2015,15,"Sonntag",11,2015,4
"8914","Standard Class",79.984,2,0.2,13.9972,"Consumer","Central","Illinois","Accessories                                       ","Technology",31,"Sonntag",3,2013,4,"Donnerstag",4,2013,4
