shipmode,sales,quantity,discount_pct,profit,segment,region,state,subcategory,category,orderdate_day,orderdate_weekday,orderdate_month,orderdate_year,shipdate_day,shipdate_weekday,shipdate_month,shipdate_year,preparationtime,order_date,ship_date,profit_pct
Standard Class,19.98,2,0.0,8.991,Consumer,West,California,Paper                                             ,Office Supplies,13,Friday,3,2015,17,Tuesday,3,2015,4,2015-03-13,2015-03-17,44.99999999999999
Standard Class,44.784,1,20.0,16.2342,Home Office,West,Arizona,Paper                                             ,Office Supplies,27,Thursday,10,2016,1,Tuesday,11,2016,5,2016-10-27,2016-11-01,36.25000000000001
First Class,167.94,3,0.0,82.2906,Corporate,West,Washington,Paper                                             ,Office Supplies,30,Friday,9,2016,3,Monday,10,2016,3,2016-09-30,2016-10-03,49.0
Standard Class,223.92,4,0.0,109.7208,Home Office,East,New York,Paper                                             ,Office Supplies,11,Monday,11,2013,17,Sunday,11,2013,6,2013-11-11,2013-11-17,49.0
Standard Class,89.568,2,20.0,32.4684,Consumer,South,North Carolina,Paper                                             ,Office Supplies,14,Wednesday,1,2015,20,Tuesday,1,2015,6,2015-01-14,2015-01-20,36.25000000000001
Standard Class,89.568,2,20.0,32.4684,Home Office,East,Ohio,Paper                                             ,Office Supplies,11,Wednesday,11,2015,15,Sunday,11,2015,4,2015-11-11,2015-11-15,36.25000000000001
Same Day,14.352,3,20.0,5.2026,Consumer,Central,Texas,Paper                                             ,Office Supplies,27,Wednesday,5,2015,27,Wednesday,5,2015,0,2015-05-27,2015-05-27,36.25
Standard Class,17.94,3,0.0,8.7906,Consumer,West,California,Paper                                             ,Office Supplies,19,Tuesday,5,2015,25,Monday,5,2015,6,2015-05-19,2015-05-25,48.99999999999999
Standard Class,29.9,5,0.0,14.651,Home Office,West,Washington,Paper                                             ,Office Supplies,27,Sunday,9,2015,1,Thursday,10,2015,4,2015-09-27,2015-10-01,49.0
Standard Class,43.056,9,20.0,15.6078,Home Office,East,Ohio,Paper                                             ,Office Supplies,26,Thursday,6,2014,30,Monday,6,2014,4,2014-06-26,2014-06-30,36.25
Second Class,23.92,4,0.0,11.7208,Consumer,Central,Minnesota,Paper                                             ,Office Supplies,2,Wednesday,12,2015,5,Saturday,12,2015,3,2015-12-02,2015-12-05,49.0
Standard Class,37.0,5,0.0,16.65,Corporate,East,New York,Paper                                             ,Office Supplies,14,Friday,11,2014,19,Wednesday,11,2014,5,2014-11-14,2014-11-19,44.99999999999999
Standard Class,29.6,5,20.0,9.25,Corporate,West,Colorado,Paper                                             ,Office Supplies,6,Monday,1,2014,12,Sunday,1,2014,6,2014-01-06,2014-01-12,31.25
First Class,17.76,3,20.0,5.55,Corporate,Central,Illinois,Paper                                             ,Office Supplies,4,Sunday,9,2016,6,Tuesday,9,2016,2,2016-09-04,2016-09-06,31.249999999999993
Standard Class,29.6,4,0.0,13.32,Consumer,West,California,Paper                                             ,Office Supplies,27,Saturday,2,2016,3,Thursday,3,2016,5,2016-02-27,2016-03-03,45.0
Standard Class,23.68,4,20.0,7.4,Consumer,Central,Texas,Paper                                             ,Office Supplies,28,Monday,12,2015,3,Sunday,1,2016,6,2015-12-28,2016-01-03,31.25
Standard Class,23.68,4,20.0,7.4,Corporate,East,Pennsylvania,Paper                                             ,Office Supplies,19,Wednesday,10,2016,25,Tuesday,10,2016,6,2016-10-19,2016-10-25,31.25
Second Class,166.44,3,0.0,79.8912,Consumer,West,California,Paper                                             ,Office Supplies,12,Monday,9,2016,17,Saturday,9,2016,5,2016-09-12,2016-09-17,48.0
Standard Class,110.96,2,0.0,53.2608,Consumer,East,New York,Paper                                             ,Office Supplies,17,Wednesday,9,2014,23,Tuesday,9,2014,6,2014-09-17,2014-09-23,48.00000000000001
Standard Class,277.4,5,0.0,133.152,Consumer,Central,Indiana,Paper                                             ,Office Supplies,21,Monday,3,2016,25,Friday,3,2016,4,2016-03-21,2016-03-25,48.0
Second Class,110.96,2,0.0,53.2608,Consumer,East,New York,Paper                                             ,Office Supplies,5,Saturday,11,2016,10,Thursday,11,2016,5,2016-11-05,2016-11-10,48.00000000000001
Standard Class,55.48,1,0.0,26.6304,Corporate,East,New Jersey,Paper                                             ,Office Supplies,18,Saturday,7,2015,22,Wednesday,7,2015,4,2015-07-18,2015-07-22,48.00000000000001
Standard Class,88.768,2,20.0,31.0688,Corporate,South,North Carolina,Paper                                             ,Office Supplies,9,Wednesday,10,2013,15,Tuesday,10,2013,6,2013-10-09,2013-10-15,35.0
Standard Class,55.48,1,0.0,26.6304,Corporate,East,New York,Paper                                             ,Office Supplies,20,Saturday,12,2014,24,Wednesday,12,2014,4,2014-12-20,2014-12-24,48.00000000000001
First Class,88.768,2,20.0,31.0688,Corporate,South,Florida,Paper                                             ,Office Supplies,7,Saturday,11,2015,10,Tuesday,11,2015,3,2015-11-07,2015-11-10,35.0
First Class,55.48,1,0.0,26.6304,Home Office,East,New York,Paper                                             ,Office Supplies,5,Friday,4,2013,7,Sunday,4,2013,2,2013-04-05,2013-04-07,48.00000000000001
First Class,88.768,2,20.0,31.0688,Consumer,West,Colorado,Paper                                             ,Office Supplies,28,Monday,11,2016,1,Thursday,12,2016,3,2016-11-28,2016-12-01,35.0
Standard Class,15.96,2,0.0,7.98,Corporate,Central,Michigan,Paper                                             ,Office Supplies,24,Sunday,11,2013,29,Friday,11,2013,5,2013-11-24,2013-11-29,50.0
Standard Class,55.86,7,0.0,27.93,Consumer,West,California,Paper                                             ,Office Supplies,21,Wednesday,9,2016,25,Sunday,9,2016,4,2016-09-21,2016-09-25,50.0
Standard Class,39.9,5,0.0,19.95,Corporate,Central,Minnesota,Paper                                             ,Office Supplies,4,Saturday,1,2014,10,Friday,1,2014,6,2014-01-04,2014-01-10,50.0
Second Class,47.88,6,0.0,23.94,Home Office,Central,Minnesota,Paper                                             ,Office Supplies,1,Saturday,6,2013,6,Thursday,6,2013,5,2013-06-01,2013-06-06,50.0
Standard Class,7.98,1,0.0,3.99,Consumer,Central,Indiana,Paper                                             ,Office Supplies,29,Sunday,5,2016,4,Saturday,6,2016,6,2016-05-29,2016-06-04,50.0
First Class,39.9,5,0.0,19.95,Consumer,East,Maryland,Paper                                             ,Office Supplies,12,Monday,9,2016,15,Thursday,9,2016,3,2016-09-12,2016-09-15,50.0
Second Class,15.96,2,0.0,7.98,Consumer,Central,Nebraska,Paper                                             ,Office Supplies,18,Sunday,9,2016,23,Friday,9,2016,5,2016-09-18,2016-09-23,50.0
Standard Class,146.82,3,0.0,73.41,Home Office,West,California,Paper                                             ,Office Supplies,13,Friday,2,2015,18,Wednesday,2,2015,5,2015-02-13,2015-02-18,50.0
Same Day,146.82,3,0.0,73.41,Consumer,East,New York,Paper                                             ,Office Supplies,16,Wednesday,11,2016,16,Wednesday,11,2016,0,2016-11-16,2016-11-16,50.0
Standard Class,48.94,1,0.0,24.47,Consumer,East,New York,Paper                                             ,Office Supplies,30,Monday,9,2013,4,Friday,10,2013,4,2013-09-30,2013-10-04,50.0
First Class,15.552,3,20.0,5.4432,Consumer,East,Pennsylvania,Paper                                             ,Office Supplies,7,Thursday,7,2016,9,Saturday,7,2016,2,2016-07-07,2016-07-09,35.0
Second Class,32.4,5,0.0,15.552,Home Office,West,California,Paper                                             ,Office Supplies,17,Wednesday,9,2014,19,Friday,9,2014,2,2014-09-17,2014-09-19,48.0
Second Class,20.736,4,20.0,7.2576,Consumer,East,Pennsylvania,Paper                                             ,Office Supplies,25,Monday,7,2016,28,Thursday,7,2016,3,2016-07-25,2016-07-28,35.0
Standard Class,31.104,6,20.0,10.8864,Consumer,West,Oregon,Paper                                             ,Office Supplies,26,Friday,9,2014,2,Thursday,10,2014,6,2014-09-26,2014-10-02,35.0
First Class,31.104,6,20.0,10.8864,Consumer,Central,Texas,Paper                                             ,Office Supplies,1,Sunday,9,2013,4,Wednesday,9,2013,3,2013-09-01,2013-09-04,35.0
Standard Class,36.288,7,20.0,12.7008,Corporate,Central,Texas,Paper                                             ,Office Supplies,12,Tuesday,11,2013,16,Saturday,11,2013,4,2013-11-12,2013-11-16,35.0
First Class,19.44,3,0.0,9.3312,Corporate,West,California,Paper                                             ,Office Supplies,7,Monday,12,2015,8,Tuesday,12,2015,1,2015-12-07,2015-12-08,48.00000000000001
Standard Class,51.84,8,0.0,24.8832,Corporate,East,Maryland,Paper                                             ,Office Supplies,23,Thursday,7,2015,27,Monday,7,2015,4,2015-07-23,2015-07-27,47.99999999999999
Same Day,71.28,11,0.0,34.2144,Consumer,West,Washington,Paper                                             ,Office Supplies,11,Sunday,9,2016,11,Sunday,9,2016,0,2016-09-11,2016-09-11,48.0
Same Day,10.368,2,20.0,3.6288,Consumer,Central,Texas,Paper                                             ,Office Supplies,10,Sunday,4,2016,10,Sunday,4,2016,0,2016-04-10,2016-04-10,35.0
First Class,45.36,7,0.0,21.7728,Corporate,West,California,Paper                                             ,Office Supplies,10,Friday,10,2014,11,Saturday,10,2014,1,2014-10-10,2014-10-11,48.0
Standard Class,10.368,2,20.0,3.6288,Consumer,West,Oregon,Paper                                             ,Office Supplies,21,Saturday,3,2015,25,Wednesday,3,2015,4,2015-03-21,2015-03-25,35.0
Standard Class,32.4,5,0.0,15.552,Consumer,West,Washington,Paper                                             ,Office Supplies,29,Thursday,5,2014,3,Tuesday,6,2014,5,2014-05-29,2014-06-03,48.0
Second Class,22.68,2,0.0,11.1132,Consumer,East,New York,Paper                                             ,Office Supplies,5,Friday,12,2014,9,Tuesday,12,2014,4,2014-12-05,2014-12-09,49.00000000000001
Standard Class,11.34,1,0.0,5.5566,Home Office,Central,Indiana,Paper                                             ,Office Supplies,15,Friday,1,2016,21,Thursday,1,2016,6,2016-01-15,2016-01-21,49.00000000000001
First Class,11.34,1,0.0,5.5566,Corporate,East,Connecticut,Paper                                             ,Office Supplies,31,Tuesday,3,2015,2,Thursday,4,2015,2,2015-03-31,2015-04-02,49.00000000000001
Standard Class,27.216,3,20.0,9.8658,Consumer,Central,Texas,Paper                                             ,Office Supplies,16,Monday,6,2014,20,Friday,6,2014,4,2014-06-16,2014-06-20,36.25
Standard Class,45.36,4,0.0,22.2264,Corporate,East,New York,Paper                                             ,Office Supplies,3,Friday,6,2016,9,Thursday,6,2016,6,2016-06-03,2016-06-09,49.00000000000001
First Class,34.02,3,0.0,16.6698,Corporate,Central,Indiana,Paper                                             ,Office Supplies,9,Tuesday,12,2014,12,Friday,12,2014,3,2014-12-09,2014-12-12,48.99999999999999
First Class,27.216,3,20.0,9.8658,Corporate,Central,Texas,Paper                                             ,Office Supplies,6,Wednesday,8,2014,8,Friday,8,2014,2,2014-08-06,2014-08-08,36.25
Standard Class,34.02,3,0.0,16.6698,Corporate,East,New York,Paper                                             ,Office Supplies,20,Tuesday,12,2016,26,Monday,12,2016,6,2016-12-20,2016-12-26,48.99999999999999
Standard Class,4.28,1,0.0,1.926,Consumer,West,New Mexico,Paper                                             ,Office Supplies,28,Wednesday,12,2016,1,Sunday,1,2017,4,2016-12-28,2017-01-01,44.99999999999999
Second Class,6.848,2,20.0,2.14,Consumer,Central,Texas,Paper                                             ,Office Supplies,25,Friday,3,2016,30,Wednesday,3,2016,5,2016-03-25,2016-03-30,31.25
Standard Class,10.272,3,20.0,3.21,Consumer,Central,Texas,Paper                                             ,Office Supplies,11,Sunday,9,2016,16,Friday,9,2016,5,2016-09-11,2016-09-16,31.25
Standard Class,25.68,6,0.0,11.556,Consumer,West,California,Paper                                             ,Office Supplies,12,Monday,5,2014,16,Friday,5,2014,4,2014-05-12,2014-05-16,44.99999999999999
First Class,94.85,5,0.0,45.528,Consumer,East,Maryland,Paper                                             ,Office Supplies,12,Monday,9,2016,15,Thursday,9,2016,3,2016-09-12,2016-09-15,48.00000000000001
First Class,37.94,2,0.0,18.2112,Corporate,East,New Jersey,Paper                                             ,Office Supplies,8,Wednesday,4,2015,10,Friday,4,2015,2,2015-04-08,2015-04-10,48.00000000000001
Second Class,37.94,2,0.0,18.2112,Consumer,West,Washington,Paper                                             ,Office Supplies,11,Saturday,6,2016,13,Monday,6,2016,2,2016-06-11,2016-06-13,48.00000000000001
Second Class,189.7,10,0.0,91.056,Consumer,East,Massachusetts,Paper                                             ,Office Supplies,1,Tuesday,11,2016,4,Friday,11,2016,3,2016-11-01,2016-11-04,48.00000000000001
Standard Class,56.91,3,0.0,27.3168,Corporate,East,New Jersey,Paper                                             ,Office Supplies,29,Thursday,10,2015,4,Wednesday,11,2015,6,2015-10-29,2015-11-04,48.00000000000001
Same Day,21.12,5,20.0,6.6,Consumer,Central,Texas,Paper                                             ,Office Supplies,8,Tuesday,7,2014,8,Tuesday,7,2014,0,2014-07-08,2014-07-08,31.249999999999993
Standard Class,15.84,3,0.0,7.128,Consumer,South,Georgia,Paper                                             ,Office Supplies,2,Tuesday,4,2013,8,Monday,4,2013,6,2013-04-02,2013-04-08,45.0
Second Class,32.4,5,0.0,15.552,Home Office,West,Washington,Paper                                             ,Office Supplies,1,Monday,12,2014,5,Friday,12,2014,4,2014-12-01,2014-12-05,48.0
Standard Class,45.36,7,0.0,21.7728,Consumer,East,New York,Paper                                             ,Office Supplies,28,Wednesday,5,2014,2,Monday,6,2014,5,2014-05-28,2014-06-02,48.0
Standard Class,6.48,1,0.0,3.1104,Consumer,East,New York,Paper                                             ,Office Supplies,6,Saturday,12,2014,10,Wednesday,12,2014,4,2014-12-06,2014-12-10,47.99999999999999
Standard Class,12.96,2,0.0,6.2208,Consumer,South,Georgia,Paper                                             ,Office Supplies,22,Thursday,9,2016,27,Tuesday,9,2016,5,2016-09-22,2016-09-27,47.99999999999999
Second Class,20.04,3,0.0,9.6192,Corporate,East,Delaware,Paper                                             ,Office Supplies,2,Thursday,1,2014,4,Saturday,1,2014,2,2014-01-02,2014-01-04,48.0
Standard Class,10.688,2,20.0,3.7408,Corporate,Central,Illinois,Paper                                             ,Office Supplies,23,Wednesday,11,2016,27,Sunday,11,2016,4,2016-11-23,2016-11-27,35.0
Standard Class,60.12,9,0.0,28.8576,Consumer,East,New York,Paper                                             ,Office Supplies,15,Thursday,1,2015,21,Wednesday,1,2015,6,2015-01-15,2015-01-21,48.00000000000001
Standard Class,16.032,3,20.0,5.6112,Corporate,Central,Texas,Paper                                             ,Office Supplies,26,Monday,12,2016,1,Sunday,1,2017,6,2016-12-26,2017-01-01,35.0
First Class,13.36,2,0.0,6.4128,Home Office,East,Connecticut,Paper                                             ,Office Supplies,27,Friday,11,2015,29,Sunday,11,2015,2,2015-11-27,2015-11-29,48.0
Second Class,13.36,2,0.0,6.4128,Consumer,West,California,Paper                                             ,Office Supplies,15,Saturday,2,2014,18,Tuesday,2,2014,3,2014-02-15,2014-02-18,48.0
Second Class,143.7,3,0.0,68.976,Home Office,West,California,Paper                                             ,Office Supplies,16,Thursday,4,2015,18,Saturday,4,2015,2,2015-04-16,2015-04-18,48.00000000000001
